B9J08_001530	KAK8441689.1	100	575	575	575	100	100	0.0	1128	KAK8441689.1 hypothetical protein B9J08_00001 [Candidozyma auris]
B9J08_001530	KAK8442111.1	72.4	573	575	575	99.3	99.7	8.63e-306	837	KAK8442111.1 hypothetical protein B9J08_00432 [Candidozyma auris]
B9J08_001530	KAK8442727.1	38.8	529	575	577	91.3	87.3	3.22e-115	352	KAK8442727.1 hypothetical protein B9J08_01074 [Candidozyma auris]
B9J08_001530	KAK8439684.1	39.9	514	575	587	88.7	84.2	3.36e-114	350	KAK8439684.1 hypothetical protein B9J08_04172 [Candidozyma auris]
B9J08_001530	KAK8441827.1	39.0	533	575	586	92.0	86.3	2.81e-112	345	KAK8441827.1 hypothetical protein B9J08_00143 [Candidozyma auris]
B9J08_001530	KAK8441826.1	36.7	545	575	575	93.9	90.3	8.95e-111	340	KAK8441826.1 hypothetical protein B9J08_00142 [Candidozyma auris]
B9J08_001530	KAK8443230.1	39.7	468	575	556	81.0	81.7	8.09e-110	337	KAK8443230.1 hypothetical protein B9J08_01592 [Candidozyma auris]
B9J08_001530	KAK8442490.1	38.0	481	575	571	83.1	81.8	1.75e-109	337	KAK8442490.1 hypothetical protein B9J08_00823 [Candidozyma auris]
B9J08_001530	KAK8439751.1	35.2	494	575	565	85.9	85.5	5.99e-105	325	KAK8439751.1 hypothetical protein B9J08_04243 [Candidozyma auris]
B9J08_001530	KAK8438881.1	36.4	533	575	588	92.0	86.1	1.23e-103	322	KAK8438881.1 hypothetical protein B9J08_05244 [Candidozyma auris]
B9J08_001531	KAK8441690.1	100	1375	1375	1375	100	100	0.0	2441	KAK8441690.1 hypothetical protein B9J08_00002 [Candidozyma auris]
B9J08_001531	KAK8439301.1	45.8	1770	1375	1720	99.2	99.1	0.0	1064	KAK8439301.1 hypothetical protein B9J08_04852 [Candidozyma auris]
B9J08_001531	KAK8443587.1	54.3	1396	1375	1247	99.9	99.6	0.0	1033	KAK8443587.1 hypothetical protein B9J08_01955 [Candidozyma auris]
B9J08_001531	KAK8438516.1	48.0	1551	1375	2946	94.5	49.4	0.0	1015	KAK8438516.1 hypothetical protein B9J08_04863 [Candidozyma auris]
B9J08_001531	KAK8443589.1	55.2	335	1375	760	24.3	43.9	2.21e-108	358	KAK8443589.1 hypothetical protein B9J08_01957 [Candidozyma auris]
B9J08_001531	KAK8438517.1	48.2	463	1375	664	30.8	69.3	4.37e-107	352	KAK8438517.1 hypothetical protein B9J08_04864 [Candidozyma auris]
B9J08_001531	KAK8438517.1	41.9	124	1375	664	8.5	18.5	2.36e-10	62.8	KAK8438517.1 hypothetical protein B9J08_04864 [Candidozyma auris]
B9J08_001531	KAK8440305.1	42.7	328	1375	858	22.9	37.9	6.66e-57	211	KAK8440305.1 hypothetical protein B9J08_03405 [Candidozyma auris]
B9J08_001531	KAK8438843.1	36.4	324	1375	717	23.5	44.8	2.07e-50	189	KAK8438843.1 hypothetical protein B9J08_05205 [Candidozyma auris]
B9J08_001531	KAK8441319.1	39.6	982	1375	2608	71.0	32.2	2.07e-49	191	KAK8441319.1 hypothetical protein B9J08_02633 [Candidozyma auris]
B9J08_001532	KAK8441691.1	100	790	790	790	100	100	0.0	1610	KAK8441691.1 hypothetical protein B9J08_00003 [Candidozyma auris]
B9J08_001532	KAK8438500.1	69.7	792	790	794	99.9	99.6	0.0	1142	KAK8438500.1 hypothetical protein B9J08_05585 [Candidozyma auris]
B9J08_001532	KAK8438389.1	25.4	602	790	838	69.0	63.7	7.34e-32	130	KAK8438389.1 hypothetical protein B9J08_05473 [Candidozyma auris]
B9J08_001532	KAK8443022.1	26.0	534	790	825	64.3	59.2	7.77e-29	121	KAK8443022.1 hypothetical protein B9J08_01380 [Candidozyma auris]
B9J08_001533	KAK8441692.1	100	512	512	512	100	100	0.0	1021	KAK8441692.1 hypothetical protein B9J08_00004 [Candidozyma auris]
B9J08_001533	KAK8439949.1	46.2	500	512	499	97.5	98.4	3.56e-147	429	KAK8439949.1 hypothetical protein B9J08_03041 [Candidozyma auris]
B9J08_001533	KAK8442606.1	49.3	497	512	520	96.7	93.3	4.00e-146	427	KAK8442606.1 hypothetical protein B9J08_00946 [Candidozyma auris]
B9J08_001533	KAK8439070.1	36.0	453	512	502	88.1	88.2	1.52e-84	268	KAK8439070.1 hypothetical protein B9J08_04618 [Candidozyma auris]
B9J08_001533	KAK8442270.1	34.3	493	512	493	93.9	96.1	1.52e-81	260	KAK8442270.1 hypothetical protein B9J08_00596 [Candidozyma auris]
B9J08_001533	KAK8442715.1	31.0	439	512	547	85.7	79.0	2.07e-54	189	KAK8442715.1 methylmalonate-semialdehyde dehydrogenase (acylating) [Candidozyma auris]
B9J08_001533	KAK8440302.1	26.3	475	512	616	89.3	75.3	1.65e-43	160	KAK8440302.1 hypothetical protein B9J08_03401 [Candidozyma auris]
B9J08_001533	KAK8440427.1	28.1	438	512	468	82.0	86.3	1.09e-39	147	KAK8440427.1 hypothetical protein B9J08_03529 [Candidozyma auris]
B9J08_001533	KAK8438710.1	26.6	492	512	582	89.6	82.5	6.31e-30	121	KAK8438710.1 1-pyrroline-5-carboxylate dehydrogenase [Candidozyma auris]
B9J08_001533	KAK8442679.1	28.7	355	512	592	66.6	57.1	6.21e-25	106	KAK8442679.1 hypothetical protein B9J08_01025 [Candidozyma auris]
B9J08_001534	KAK8441693.1	100	394	394	394	100	100	4.36e-288	777	KAK8441693.1 hypothetical protein B9J08_00005 [Candidozyma auris]
B9J08_001534	KAK8439040.1	65.3	395	394	394	100	100	4.46e-179	501	KAK8439040.1 hypothetical protein B9J08_04588 [Candidozyma auris]
B9J08_001534	KAK8440657.1	65.3	395	394	394	100	100	2.09e-177	497	KAK8440657.1 hypothetical protein B9J08_03768 [Candidozyma auris]
B9J08_001534	KAK8441705.1	53.8	392	394	392	97.2	100	2.24e-137	395	KAK8441705.1 hypothetical protein B9J08_00017 [Candidozyma auris]
B9J08_001534	KAK8439682.1	47.4	365	394	381	92.4	94.8	2.70e-107	318	KAK8439682.1 hypothetical protein B9J08_04170 [Candidozyma auris]
B9J08_001534	KAK8439811.1	41.0	415	394	537	99.0	74.3	1.03e-89	278	KAK8439811.1 hypothetical protein B9J08_04304 [Candidozyma auris]
B9J08_001534	KAK8439297.1	38.0	403	394	379	100	100	4.89e-75	236	KAK8439297.1 hypothetical protein B9J08_04848 [Candidozyma auris]
B9J08_001534	KAK8439727.1	37.7	268	394	703	62.2	37.6	8.04e-39	145	KAK8439727.1 hypothetical protein B9J08_04218 [Candidozyma auris]
B9J08_001534	KAK8439727.1	52.9	34	394	703	8.6	4.8	6.24e-04	39.7	KAK8439727.1 hypothetical protein B9J08_04218 [Candidozyma auris]
B9J08_001534	KAK8439939.1	32.9	319	394	590	73.4	50.0	2.25e-37	140	KAK8439939.1 hypothetical protein B9J08_03031 [Candidozyma auris]
B9J08_001534	KAK8441052.1	28.9	447	394	559	88.8	78.4	1.36e-32	126	KAK8441052.1 hypothetical protein B9J08_02356 [Candidozyma auris]
B9J08_001535	KAK8441694.1	100	397	397	397	100	100	2.89e-299	806	KAK8441694.1 hypothetical protein B9J08_00006 [Candidozyma auris]
B9J08_001535	KAK8439966.1	33.1	372	397	561	92.4	64.3	7.86e-59	198	KAK8439966.1 hypothetical protein B9J08_03060 [Candidozyma auris]
B9J08_001535	KAK8441139.1	33.2	358	397	569	86.6	61.2	3.59e-56	191	KAK8441139.1 hypothetical protein B9J08_02449 [Candidozyma auris]
B9J08_001535	KAK8440743.1	34.0	103	397	521	23.9	19.8	1.90e-04	41.2	KAK8440743.1 inosine-5'-monophosphate dehydrogenase [Candidozyma auris]
B9J08_001536	KAK8441695.1	100	480	480	480	100	100	0.0	943	KAK8441695.1 hypothetical protein B9J08_00007 [Candidozyma auris]
B9J08_001536	KAK8441696.1	71.9	480	480	480	100	100	1.34e-261	717	KAK8441696.1 hypothetical protein B9J08_00008 [Candidozyma auris]
B9J08_001536	KAK8441700.1	59.9	474	480	476	98.8	99.2	1.22e-211	591	KAK8441700.1 hypothetical protein B9J08_00012 [Candidozyma auris]
B9J08_001536	KAK8438559.1	27.2	438	480	462	89.0	92.2	2.15e-35	135	KAK8438559.1 hypothetical protein B9J08_04908 [Candidozyma auris]
B9J08_001537	KAK8441696.1	100	480	480	480	100	100	0.0	954	KAK8441696.1 hypothetical protein B9J08_00008 [Candidozyma auris]
B9J08_001537	KAK8441695.1	71.9	480	480	480	100	100	9.90e-264	723	KAK8441695.1 hypothetical protein B9J08_00007 [Candidozyma auris]
B9J08_001537	KAK8441700.1	63.9	474	480	476	98.8	99.2	9.00e-226	627	KAK8441700.1 hypothetical protein B9J08_00012 [Candidozyma auris]
B9J08_001537	KAK8438559.1	25.6	441	480	462	89.0	92.2	1.14e-35	135	KAK8438559.1 hypothetical protein B9J08_04908 [Candidozyma auris]
B9J08_001538	KAK8441697.1	100	295	295	295	100	100	5.78e-218	592	KAK8441697.1 hypothetical protein B9J08_00009 [Candidozyma auris]
B9J08_001538	KAK8442043.1	22.6	226	295	377	72.9	54.4	7.25e-04	38.5	KAK8442043.1 hypothetical protein B9J08_00361 [Candidozyma auris]
B9J08_001539	KAK8441698.1	100	764	764	764	100	100	0.0	1516	KAK8441698.1 hypothetical protein B9J08_00010 [Candidozyma auris]
B9J08_001539	KAK8438698.1	25.4	631	764	839	75.0	73.1	3.38e-36	144	KAK8438698.1 hypothetical protein B9J08_05057 [Candidozyma auris]
B9J08_001539	KAK8442420.1	39.1	69	764	1006	8.5	6.9	3.06e-08	55.1	KAK8442420.1 hypothetical protein B9J08_00750 [Candidozyma auris]
B9J08_001539	KAK8441538.1	29.7	158	764	752	19.2	20.9	4.81e-08	54.3	KAK8441538.1 hypothetical protein B9J08_02860 [Candidozyma auris]
B9J08_001539	KAK8442781.1	23.1	242	764	707	30.6	31.7	6.48e-06	47.4	KAK8442781.1 hypothetical protein B9J08_01130 [Candidozyma auris]
B9J08_001539	KAK8442210.1	28.0	118	764	623	13.9	18.8	3.21e-05	45.1	KAK8442210.1 hypothetical protein B9J08_00534 [Candidozyma auris]
B9J08_001539	KAK8439828.1	35.9	64	764	1000	8.4	6.3	3.65e-05	45.1	KAK8439828.1 hypothetical protein B9J08_04321 [Candidozyma auris]
B9J08_001539	KAK8442165.1	39.0	59	764	1081	7.7	5.4	3.71e-05	45.1	KAK8442165.1 hypothetical protein B9J08_00488 [Candidozyma auris]
B9J08_001539	KAK8438374.1	24.8	109	764	861	13.7	12.7	2.38e-04	42.4	KAK8438374.1 hypothetical protein B9J08_05458 [Candidozyma auris]
B9J08_001540	KAK8441699.1	100	296	296	296	100	100	1.12e-220	598	KAK8441699.1 dihydrodipicolinate synthase [Candidozyma auris]
B9J08_001541	KAK8441700.1	100	476	476	476	100	100	0.0	920	KAK8441700.1 hypothetical protein B9J08_00012 [Candidozyma auris]
B9J08_001541	KAK8441696.1	63.9	474	476	480	99.2	98.8	4.10e-217	605	KAK8441696.1 hypothetical protein B9J08_00008 [Candidozyma auris]
B9J08_001541	KAK8441695.1	60.6	464	476	480	97.5	96.7	1.43e-205	575	KAK8441695.1 hypothetical protein B9J08_00007 [Candidozyma auris]
B9J08_001541	KAK8438559.1	25.6	438	476	462	89.7	92.2	4.43e-27	111	KAK8438559.1 hypothetical protein B9J08_04908 [Candidozyma auris]
B9J08_001542	KAK8441701.1	100	676	676	676	100	100	0.0	1314	KAK8441701.1 hypothetical protein B9J08_00013 [Candidozyma auris]
B9J08_001542	KAK8440660.1	54.7	634	676	687	93.8	92.1	2.23e-246	695	KAK8440660.1 hypothetical protein B9J08_03771 [Candidozyma auris]
B9J08_001542	KAK8438172.1	53.2	635	676	688	93.6	92.3	5.27e-240	679	KAK8438172.1 hypothetical protein B9J08_05251 [Candidozyma auris]
B9J08_001542	KAK8443414.1	51.1	622	676	672	92.0	92.1	1.84e-218	624	KAK8443414.1 hypothetical protein B9J08_01779 [Candidozyma auris]
B9J08_001542	KAK8440629.1	49.2	644	676	673	95.3	94.8	5.70e-215	615	KAK8440629.1 hypothetical protein B9J08_03737 [Candidozyma auris]
B9J08_001542	KAK8441706.1	55.2	536	676	532	79.1	100	1.87e-208	593	KAK8441706.1 hypothetical protein B9J08_00018 [Candidozyma auris]
B9J08_001542	KAK8440658.1	48.4	637	676	675	93.9	93.5	5.65e-205	589	KAK8440658.1 hypothetical protein B9J08_03769 [Candidozyma auris]
B9J08_001542	KAK8443586.1	46.6	642	676	670	95.0	95.2	1.09e-203	586	KAK8443586.1 hypothetical protein B9J08_01954 [Candidozyma auris]
B9J08_001542	KAK8438391.1	45.0	644	676	673	94.1	93.8	6.91e-181	528	KAK8438391.1 hypothetical protein B9J08_05475 [Candidozyma auris]
B9J08_001542	KAK8440640.1	42.0	624	676	680	92.2	90.6	1.84e-162	481	KAK8440640.1 hypothetical protein B9J08_03749 [Candidozyma auris]
B9J08_001543	KAK8441702.1	100	299	299	299	100	100	6.48e-217	589	KAK8441702.1 diphthine synthase [Candidozyma auris]
B9J08_001544	KAK8441703.1	100	391	391	391	100	100	2.38e-304	818	KAK8441703.1 hypothetical protein B9J08_00015 [Candidozyma auris]
B9J08_001544	KAK8442626.1	30.9	375	391	354	95.7	97.5	1.45e-53	179	KAK8442626.1 hypothetical protein B9J08_00969 [Candidozyma auris]
B9J08_001545	KAK8441704.1	100	287	287	287	100	100	6.00e-216	586	KAK8441704.1 hypothetical protein B9J08_00016 [Candidozyma auris]
B9J08_001546	KAK8441705.1	100	392	392	392	100	100	1.19e-284	768	KAK8441705.1 hypothetical protein B9J08_00017 [Candidozyma auris]
